year,month,PM2.5_mean,PM10_mean,SO2_mean,NO2_mean,CO_mean,O3_mean,TEMP_mean,PRES_mean,RAIN_sum
2014,12,55.60981912144703,98.45618556701031,25.242966751918157,50.66752577319588,1332.3979591836735,25.262755102040817,-0.6487903225806452,1024.0807795698925,0.0
2015,1,91.61562500000001,114.96417910447762,37.97908232118758,69.12739541160595,2050.5405405405404,19.13783783783784,-0.7021534320323015,1021.9668909825034,0.2
2015,2,85.54354354354355,123.58620689655173,30.43928035982009,56.51651651651652,1508.3958020989505,45.98003072196621,1.2329359165424738,1018.5141579731744,7.0
2015,3,88.30881542699724,155.43566529492458,22.82654745529574,61.27058011049724,1250.480109739369,54.063764044943824,8.439861751152074,1016.8734094982078,6.6000000000000005
2015,4,75.66885964912281,134.7337552742616,9.692005610098176,54.85666199158486,823.0547550432277,78.18853868194842,15.63013888888889,1010.8733333333334,40.099999999999994
2015,5,59.3468286099865,110.33288409703503,8.693657219973009,47.67206477732793,762.3481781376519,101.65977961432507,21.45551075268817,1003.4489247311828,37.3
2015,6,62.97518248175182,85.52974504249292,7.2567375886524825,45.40767045454545,1035.5113636363637,103.05797101449275,24.53777777777778,1000.3461111111111,98.10000000000001
2015,7,66.3687074829932,83.52439024390245,5.724420190995907,52.30506155950752,843.070652173913,121.4882108183079,26.397849462365592,1001.2783602150537,201.0
2015,8,45.03061224489796,71.03956343792633,4.105047748976808,43.2108843537415,869.2098092643051,96.69767441860465,26.435752688172045,1003.4041666666666,93.60000000000001
2015,9,51.81753889674682,71.0691114245416,5.760623229461756,59.44238975817923,980.9929078014185,65.34682080924856,20.600833333333334,1011.3548611111111,98.8
2015,10,78.21351351351352,97.38440860215054,6.366935483870968,72.47027027027028,1181.989247311828,41.991769547325106,14.319758064516128,1015.7254032258064,14.2
2015,11,123.38549075391181,131.09449929478137,10.568406205923836,78.64174894217207,2365.6652360515022,16.713669064748203,2.847777777777778,1023.425,37.6
2015,12,154.16326530612244,166.534693877551,23.63710777626194,89.81904761904762,3182.6210826210827,22.584722222222222,-0.36276881720430104,1024.070564516129,2.1
2016,1,68.13896457765668,86.88451086956522,22.781718963165076,56.29312762973352,1806.8212824010914,32.76077885952712,-4.55,1025.95,0.5
2016,2,44.75867052023121,60.414739884393065,18.165706051873197,33.35971223021583,1008.6330935251799,51.86911764705882,1.398419540229885,1022.5597701149425,12.6
2016,3,102.4887323943662,155.40247252747253,22.308743169398905,48.68219178082192,1381.8057455540356,51.72346368715084,9.201881720430107,1016.7400537634409,0.0
2016,4,67.30994152046783,114.6774647887324,11.400280898876405,35.48807854137448,762.2720897615708,75.71018651362984,16.454722222222223,1007.8116666666667,4.800000000000001
2016,5,53.3527815468114,76.20162381596752,9.4275956284153,30.55054644808743,659.1530054644809,101.21309192200557,21.67284946236559,1005.5413978494624,34.1
2016,6,57.77053824362606,71.90182328190744,5.516759776536313,28.230446927374302,734.7765363128492,118.169757489301,25.735833333333332,1000.7619444444445,71.4
2016,7,72.24615384615385,78.01958041958042,3.4965034965034967,35.51898734177215,859.7202797202797,103.81285714285714,27.6994623655914,1000.6353494623655,315.0
2016,8,46.355495251017636,49.431478968792405,2.682065217391304,39.319001386962555,754.8913043478261,91.1191135734072,27.863306451612903,1003.5900537634409,53.9
2016,9,56.33477011494253,68.85407725321889,3.033625730994152,48.93144560357675,690.8163265306123,62.69719350073855,22.197388076315146,1009.3256661991584,115.1
2016,10,85.22192151556158,99.34278002699055,3.3180592991913747,63.7757909215956,1126.8194070080863,24.866391184573004,13.338648073476703,1017.1266913082437,87.4
2016,11,100.11764705882354,126.18194444444444,9.754558204768584,74.39255014326648,1943.7762237762238,16.61040787623066,4.414027777777777,1020.5669444444444,5.3
2016,12,132.46702557200538,145.60834454912518,18.04183535762483,86.26294277929155,2547.978436657682,17.926829268292682,0.6407258064516129,1023.4661290322581,0.0
2017,1,115.50605652759084,127.95962314939435,20.407557354925775,71.41756756756757,2076.098901098901,40.60433604336043,-1.1480445657116871,1025.0460436562073,0.30000000000000004
2017,2,71.30289193302892,84.03343465045593,21.32469512195122,60.55707762557078,1235.9327217125383,55.117557251908394,2.661532738095238,1022.0205853174604,4.1
